item_id,order_id,product_id,quantity,unit_price
111,42,82,3,24.09
112,42,2,1,146.59
113,43,50,2,436.25
114,43,27,5,339.74
115,43,40,3,302.43
116,43,22,2,412.92
117,44,56,4,140.75
118,44,36,4,62.71
119,44,85,1,89.88
120,45,8,4,259.02
121,45,47,4,279.86
122,45,55,4,432.75
123,46,55,5,432.75
124,47,19,1,366.94
125,48,5,3,84.28
126,48,77,5,54.74
127,48,16,1,396.82
128,48,37,4,280.89
129,49,77,3,54.74
130,50,32,2,208.8
131,50,54,3,26.43
132,50,46,1,325.6
133,50,16,5,396.82
134,51,96,4,60.93
135,52,93,2,154.26
136,52,68,1,196.86
137,53,76,4,44.7
138,53,94,5,53.86
139,53,3,2,79.84
140,54,70,5,320.01
141,54,52,1,151.78
142,54,92,2,131.79
143,55,60,5,404.45
144,55,60,1,404.45
145,55,11,4,488.77
146,55,31,3,287.98
147,56,64,1,105.96
148,56,46,2,325.6
149,57,48,1,432.74
150,57,89,4,308.55
151,58,96,2,60.93
152,59,36,3,62.71
153,60,41,4,345.81
154,60,15,5,282.18
155,60,32,2,208.8
156,60,85,1,89.88
157,61,4,4,231.53
158,61,39,4,249.24
159,61,72,4,23.73
160,61,55,3,432.75
161,62,25,1,125.55
162,63,98,1,250.1
163,64,86,1,47.35
164,64,12,1,288.86
165,64,5,1,84.28
166,65,72,1,23.73
167,65,3,5,79.84
168,65,81,1,274.08
169,66,45,4,227.83
170,66,22,5,412.92
171,67,66,1,235.64
172,67,78,3,176.96
173,68,41,2,345.81
174,69,69,4,247.47
175,69,5,4,84.28
176,69,83,4,474.25
177,69,89,2,308.55
178,70,83,4,474.25
179,71,99,3,276.17
180,71,91,5,358.89
181,71,5,2,84.28
182,72,42,2,222.27
183,72,58,3,46.62
184,72,76,1,44.7
185,73,94,3,53.86
186,74,66,5,235.64
187,75,2,2,146.59
188,75,42,2,222.27
189,75,81,1,274.08
190,76,77,1,54.74
191,76,71,2,341.65
192,76,31,5,287.98
193,77,1,4,10.52
194,77,18,1,55.31
195,77,79,3,461.36
196,77,52,5,151.78
197,78,63,4,302.51
198,79,12,2,288.86
199,79,16,4,396.82
200,80,23,5,148.26
201,80,5,1,84.28
202,81,94,3,53.86
203,81,48,2,432.74
204,81,45,4,227.83
205,81,52,5,151.78
206,82,94,1,53.86
207,82,11,3,488.77
208,82,73,5,256.35
209,83,47,4,279.86
210,83,72,2,23.73
211,83,4,1,231.53
212,84,9,2,412.04
213,85,43,1,147.8
214,85,18,5,55.31
215,85,65,4,436.93
216,85,99,2,276.17
217,86,83,2,474.25
218,86,61,3,486.78
219,86,83,2,474.25
220,86,6,4,354.99
221,87,65,3,436.93
222,87,71,3,341.65
223,87,8,4,259.02
224,87,77,2,54.74
225,88,56,4,140.75
226,89,1,1,10.52
227,89,46,3,325.6
228,90,50,3,436.25
229,90,70,1,320.01
230,91,67,4,370.76
231,91,28,3,360.37
232,91,56,5,140.75
233,91,76,4,44.7
234,92,17,3,450.21
235,92,71,1,341.65
236,92,46,2,325.6
237,92,12,1,288.86
238,93,20,4,334.12
239,93,87,2,167.77
240,93,63,5,302.51
241,94,42,3,222.27
242,94,53,4,388.75
243,95,97,3,175.66
244,95,56,2,140.75
245,95,44,5,392.44
246,96,36,1,62.71
247,96,82,2,24.09
248,96,49,4,145.97
249,97,78,5,176.96
250,98,22,4,412.92
251,98,26,2,274.94
252,99,3,3,79.84
253,100,55,2,432.75
254,100,69,5,247.47
255,100,54,4,26.43
256,100,38,5,123.7
257,101,86,2,47.35
258,102,48,1,432.74
259,102,63,5,302.51
260,103,61,2,486.78
261,103,20,1,334.12
262,103,41,3,345.81
263,103,74,4,496.33
264,104,9,4,412.04
265,104,51,2,225.79
266,104,55,4,432.75
267,105,69,3,247.47
268,106,93,3,154.26
269,107,49,3,145.97
270,107,9,5,412.04
271,107,10,3,25.21
272,108,72,4,23.73
273,108,15,3,282.18
274,108,42,1,222.27
275,108,13,3,132.15
276,109,18,3,55.31
277,109,13,4,132.15
278,109,80,1,337.2
279,110,92,2,131.79
280,110,95,1,233.37
281,110,57,3,457.82
282,110,18,2,55.31
283,111,70,4,320.01
284,112,71,1,341.65
285,112,11,3,488.77
286,112,48,4,432.74
287,113,3,5,79.84
288,113,45,1,227.83
289,113,58,2,46.62
290,113,82,5,24.09
291,114,48,3,432.74
292,114,53,2,388.75
293,115,79,2,461.36
294,115,13,2,132.15
295,116,5,5,84.28
296,116,22,3,412.92
297,117,13,1,132.15
298,117,24,5,448.84
299,118,11,2,488.77
300,118,84,5,47.4
301,118,41,3,345.81
302,118,5,2,84.28
303,119,97,3,175.66
304,119,2,4,146.59
305,119,23,4,148.26
306,120,11,1,488.77
307,120,93,2,154.26
308,120,30,5,190.37
309,120,63,1,302.51
310,121,50,4,436.25
311,122,57,5,457.82
312,122,44,5,392.44
313,122,9,5,412.04
314,123,57,4,457.82
315,124,21,2,79.89
316,124,12,4,288.86
317,125,30,4,190.37
318,126,72,4,23.73
319,126,86,1,47.35
320,126,79,2,461.36
321,127,22,5,412.92
322,127,43,4,147.8
323,127,54,1,26.43
324,127,97,3,175.66
325,128,57,4,457.82
326,128,26,5,274.94
327,128,40,3,302.43
328,129,72,1,23.73
329,129,59,2,263.75
330,129,40,1,302.43
331,130,12,1,288.86
332,130,35,2,493.88
333,131,75,5,268.93
334,132,84,3,47.4
335,132,5,4,84.28
336,132,1,4,10.52
337,133,71,4,341.65
338,134,70,3,320.01
339,134,100,5,466.74
340,134,69,3,247.47
341,134,71,3,341.65
342,135,26,3,274.94
343,136,4,2,231.53
344,136,75,1,268.93
345,136,76,3,44.7
346,137,55,5,432.75
347,137,80,5,337.2
348,138,79,2,461.36
349,138,87,5,167.77
350,139,65,5,436.93
351,140,65,1,436.93
352,140,90,4,313.4
353,141,68,3,196.86
354,141,53,3,388.75
355,141,52,2,151.78
356,141,53,1,388.75
357,142,41,1,345.81
358,142,14,5,359.56
359,143,26,4,274.94
360,143,31,1,287.98
361,144,37,2,280.89
362,145,65,3,436.93
363,146,81,3,274.08
364,146,36,2,62.71
365,146,32,1,208.8
366,147,23,4,148.26
367,147,90,3,313.4
368,148,33,2,242.16
369,148,19,1,366.94
370,148,20,1,334.12
371,149,89,4,308.55
372,149,55,2,432.75
373,149,26,1,274.94
374,149,28,2,360.37
375,150,39,5,249.24
376,150,3,3,79.84
377,150,80,1,337.2
378,151,6,5,354.99
379,151,37,3,280.89
380,151,37,2,280.89
381,151,63,4,302.51
382,152,14,5,359.56
383,152,52,4,151.78
384,153,41,5,345.81
385,154,20,3,334.12
386,154,50,5,436.25
387,155,10,2,25.21
388,155,69,2,247.47
389,156,76,4,44.7
390,157,35,4,493.88
391,157,82,4,24.09
392,157,37,1,280.89
393,157,67,1,370.76
394,158,88,3,83.58
395,158,81,4,274.08
396,159,30,5,190.37
397,159,17,4,450.21
398,159,11,4,488.77
399,159,21,3,79.89
400,160,19,4,366.94
401,161,50,1,436.25
402,161,58,3,46.62
403,162,37,1,280.89
404,162,7,2,157.65
405,162,71,1,341.65
406,162,85,3,89.88
407,163,51,1,225.79
408,163,15,3,282.18
409,163,94,2,53.86
410,163,81,3,274.08
411,164,42,2,222.27
412,164,27,3,339.74
413,164,83,3,474.25
414,165,10,3,25.21
415,165,46,4,325.6
416,165,44,1,392.44
417,165,88,5,83.58
418,166,45,4,227.83
419,167,14,1,359.56
420,167,67,3,370.76
421,167,12,1,288.86
422,168,26,1,274.94
423,169,20,4,334.12
424,169,41,5,345.81
425,170,19,3,366.94
426,170,25,1,125.55
427,171,87,2,167.77
428,171,57,4,457.82
429,171,13,2,132.15
430,172,6,4,354.99
431,173,44,4,392.44
432,174,3,1,79.84
433,174,8,1,259.02
434,175,7,2,157.65
435,175,52,4,151.78
436,176,78,1,176.96
437,176,100,3,466.74
438,177,70,1,320.01
439,177,27,4,339.74
440,177,81,4,274.08
441,177,56,1,140.75
442,178,47,1,279.86
443,178,22,4,412.92
444,178,75,1,268.93
445,178,16,2,396.82
446,179,59,1,263.75
447,179,99,3,276.17
448,179,98,2,250.1
449,180,22,4,412.92
450,180,8,5,259.02
451,180,51,4,225.79
452,181,71,2,341.65
453,182,26,5,274.94
454,182,33,1,242.16
455,182,65,4,436.93
456,182,78,4,176.96
457,183,86,2,47.35
458,183,41,2,345.81
459,183,17,3,450.21
460,184,84,3,47.4
461,185,30,2,190.37
462,185,68,5,196.86
463,186,67,4,370.76
464,186,85,4,89.88
465,186,64,1,105.96
466,187,47,5,279.86
467,187,42,5,222.27
468,187,22,1,412.92
469,187,50,5,436.25
470,188,78,1,176.96
471,188,67,2,370.76
472,189,15,2,282.18
473,189,31,1,287.98
474,189,83,3,474.25
475,189,57,5,457.82
476,190,61,4,486.78
477,191,28,1,360.37
478,191,8,5,259.02
479,191,66,5,235.64
480,191,52,3,151.78
481,192,47,1,279.86
482,192,80,2,337.2
483,192,46,4,325.6
484,193,94,5,53.86
485,193,14,5,359.56
486,193,10,5,25.21
487,193,76,1,44.7
488,194,73,3,256.35
489,194,51,2,225.79
490,194,49,2,145.97
491,194,71,5,341.65
492,195,6,4,354.99
493,195,19,5,366.94
494,195,1,1,10.52
495,196,81,1,274.08
496,197,10,5,25.21
497,197,85,3,89.88
498,197,78,2,176.96
499,198,40,3,302.43
500,198,33,2,242.16
501,199,30,1,190.37
502,199,38,1,123.7
503,199,79,3,461.36
504,200,65,3,436.93
505,201,26,1,274.94
506,201,77,2,54.74
507,201,46,5,325.6
508,202,95,4,233.37
509,202,99,2,276.17
510,202,72,2,23.73
511,203,100,1,466.74
512,203,67,2,370.76
513,204,37,4,280.89
514,204,42,3,222.27
515,205,71,2,341.65
516,205,14,1,359.56
517,205,30,2,190.37
518,206,11,4,488.77
519,206,6,1,354.99
520,207,49,4,145.97
521,207,73,3,256.35
522,208,76,3,44.7
523,208,1,1,10.52
524,208,18,2,55.31
525,208,61,1,486.78
526,209,54,2,26.43
527,209,58,2,46.62
528,209,61,4,486.78
529,209,28,2,360.37
530,210,24,1,448.84
531,210,8,2,259.02
532,210,16,4,396.82
533,211,34,1,270.74
534,211,79,2,461.36
535,211,56,3,140.75
536,211,32,4,208.8
537,212,100,5,466.74
538,213,21,4,79.89
539,213,29,3,175.47
540,213,56,5,140.75
541,213,92,2,131.79
542,214,17,3,450.21
543,214,5,2,84.28
544,214,39,1,249.24
545,215,2,4,146.59
546,215,96,3,60.93
547,215,61,5,486.78
548,216,84,4,47.4
549,216,28,3,360.37
550,216,54,4,26.43
551,217,51,4,225.79
552,218,64,4,105.96
553,218,58,4,46.62
554,219,76,3,44.7
555,220,80,5,337.2
556,220,1,2,10.52
557,220,34,5,270.74
558,221,42,4,222.27
559,221,3,3,79.84
560,221,12,3,288.86
561,222,52,2,151.78
562,222,88,1,83.58
563,222,46,5,325.6
564,223,81,3,274.08
565,223,97,3,175.66
566,224,89,3,308.55
567,224,12,3,288.86
568,224,67,4,370.76
569,225,57,1,457.82
570,226,37,3,280.89
571,226,50,2,436.25
572,226,38,1,123.7
573,226,5,5,84.28
574,227,88,3,83.58
575,227,36,5,62.71
576,227,69,5,247.47
577,228,68,2,196.86
578,228,12,1,288.86
579,228,91,1,358.89
580,228,13,3,132.15
581,229,42,4,222.27
582,230,96,2,60.93
583,230,80,1,337.2
584,231,83,3,474.25
585,231,74,4,496.33
586,231,95,2,233.37
587,231,13,3,132.15
588,232,19,3,366.94
589,232,87,3,167.77
590,232,89,5,308.55
591,233,58,4,46.62
592,233,6,3,354.99
593,234,8,4,259.02
594,234,93,2,154.26
595,234,85,3,89.88
596,234,67,1,370.76
597,235,34,2,270.74
598,235,87,1,167.77
599,236,15,1,282.18
600,236,35,3,493.88
601,236,19,1,366.94
602,237,66,2,235.64
603,237,7,3,157.65
604,237,91,1,358.89
605,238,70,3,320.01
606,238,67,4,370.76
607,238,6,4,354.99
608,238,82,1,24.09
609,239,89,4,308.55
610,239,26,2,274.94
611,240,80,1,337.2
612,241,75,2,268.93
613,241,31,4,287.98
614,241,42,2,222.27
615,241,41,1,345.81
616,242,91,2,358.89
617,243,5,1,84.28
618,244,97,3,175.66
619,245,44,1,392.44
620,246,10,1,25.21
621,246,14,2,359.56
622,246,25,1,125.55
623,246,52,5,151.78
624,247,91,4,358.89
625,248,94,1,53.86
626,248,37,1,280.89
627,249,61,5,486.78
628,249,57,4,457.82
629,249,38,1,123.7
630,249,19,2,366.94
631,250,84,5,47.4
632,250,44,4,392.44
633,250,56,1,140.75
634,250,80,4,337.2
635,251,26,4,274.94
636,251,87,4,167.77
637,252,68,4,196.86
638,252,37,4,280.89
639,252,16,3,396.82
640,253,40,3,302.43
641,253,53,2,388.75
642,254,54,2,26.43
643,255,97,1,175.66
644,255,32,1,208.8
645,255,86,2,47.35
646,255,68,4,196.86
647,256,41,3,345.81
648,256,59,2,263.75
649,257,40,4,302.43
650,257,66,4,235.64
651,258,51,3,225.79
652,258,47,1,279.86
653,259,95,2,233.37
654,260,36,1,62.71
655,260,70,1,320.01
656,260,64,1,105.96
657,261,33,3,242.16
658,262,37,2,280.89
659,263,13,5,132.15
660,263,46,4,325.6
661,264,32,4,208.8
662,265,43,2,147.8
663,266,85,1,89.88
664,266,25,3,125.55
665,266,88,3,83.58
666,267,74,4,496.33
667,267,96,3,60.93
668,268,74,2,496.33
669,269,76,1,44.7
670,269,66,4,235.64
671,269,65,3,436.93
672,270,60,5,404.45
673,270,19,4,366.94
674,270,4,4,231.53
675,270,88,1,83.58
676,271,87,4,167.77
677,272,74,2,496.33
678,272,29,4,175.47
679,272,39,3,249.24
680,273,81,5,274.08
681,273,6,1,354.99
682,273,94,1,53.86
683,273,36,1,62.71
684,274,90,4,313.4
685,274,49,5,145.97
686,274,21,4,79.89
687,275,28,5,360.37
688,275,87,3,167.77
689,276,74,4,496.33
690,276,42,4,222.27
691,276,83,2,474.25
692,276,99,3,276.17
693,277,47,3,279.86
694,277,55,3,432.75
695,277,49,2,145.97
696,277,64,4,105.96
697,278,23,4,148.26
698,278,14,3,359.56
699,279,55,4,432.75
700,279,53,2,388.75
701,279,49,3,145.97
702,279,82,4,24.09
703,280,96,3,60.93
704,280,43,2,147.8
705,280,84,3,47.4
706,280,25,2,125.55
707,281,65,1,436.93
708,282,47,2,279.86
709,282,35,2,493.88
710,282,84,4,47.4
711,283,67,3,370.76
712,284,87,1,167.77
713,284,35,3,493.88
714,285,86,2,47.35
715,286,99,2,276.17
716,286,5,2,84.28
717,286,98,4,250.1
718,287,78,2,176.96
719,288,96,1,60.93
720,288,66,3,235.64
721,289,47,3,279.86
722,289,21,1,79.89
723,289,66,4,235.64
724,289,30,4,190.37
725,290,34,3,270.74
726,290,15,2,282.18
727,290,75,3,268.93
728,290,16,1,396.82
729,291,92,2,131.79
730,291,57,4,457.82
731,291,17,1,450.21
732,292,73,3,256.35
733,292,33,5,242.16
734,293,39,5,249.24
735,293,2,5,146.59
736,293,20,5,334.12
737,294,57,5,457.82
738,295,26,1,274.94
739,296,6,2,354.99
740,296,56,5,140.75
741,297,72,4,23.73
742,297,65,3,436.93
743,297,48,3,432.74
744,298,29,1,175.47
745,299,65,1,436.93
746,300,27,4,339.74
747,300,84,3,47.4
748,301,83,4,474.25
749,301,58,2,46.62
750,301,38,2,123.7
751,302,59,1,263.75
752,302,26,3,274.94
753,302,15,5,282.18
754,302,94,2,53.86
755,303,52,3,151.78
756,303,27,5,339.74
757,303,73,4,256.35
758,304,35,5,493.88
759,305,84,5,47.4
760,305,54,1,26.43
761,305,9,5,412.04
762,306,47,4,279.86
763,307,38,1,123.7
764,307,43,5,147.8
765,307,76,5,44.7
766,308,57,5,457.82
767,308,87,3,167.77
768,308,72,5,23.73
769,308,16,1,396.82
770,309,28,4,360.37
771,309,39,2,249.24
772,310,14,5,359.56
773,310,4,5,231.53
774,310,83,5,474.25
775,310,77,4,54.74
776,311,44,4,392.44
777,311,58,5,46.62
778,312,39,5,249.24
779,312,6,5,354.99
780,313,46,5,325.6
781,314,27,1,339.74
782,314,61,4,486.78
783,315,66,2,235.64
784,316,59,2,263.75
785,317,34,4,270.74
786,317,32,1,208.8
787,317,51,3,225.79
788,318,32,3,208.8
789,319,60,1,404.45
790,319,45,2,227.83
791,320,49,3,145.97
792,320,97,4,175.66
793,320,42,5,222.27
794,321,29,2,175.47
795,321,45,5,227.83
796,321,8,5,259.02
797,322,7,1,157.65
798,322,50,4,436.25
799,322,51,1,225.79
800,322,14,2,359.56
801,323,34,3,270.74
802,324,95,4,233.37
803,324,3,5,79.84
804,324,26,3,274.94
805,324,38,1,123.7
806,325,7,2,157.65
807,325,3,1,79.84
808,325,29,2,175.47
809,326,51,5,225.79
810,326,60,3,404.45
811,326,91,5,358.89
812,327,55,2,432.75
813,327,58,3,46.62
814,327,82,1,24.09
815,327,65,5,436.93
816,328,41,2,345.81
817,328,67,1,370.76
818,328,29,1,175.47
819,329,73,2,256.35
820,330,97,3,175.66
821,330,14,5,359.56
822,330,30,4,190.37
823,331,90,3,313.4
824,331,7,4,157.65
825,331,41,1,345.81
826,331,18,2,55.31
827,332,59,4,263.75
828,332,21,5,79.89
829,332,80,5,337.2
830,333,87,4,167.77
831,333,97,3,175.66
832,333,73,3,256.35
833,334,96,3,60.93
834,335,30,1,190.37
835,336,88,3,83.58
836,336,76,1,44.7
837,336,99,5,276.17
838,336,43,3,147.8
839,337,77,4,54.74
840,338,42,1,222.27
841,338,61,5,486.78
842,339,38,4,123.7
843,340,17,3,450.21
844,340,60,2,404.45
845,340,7,5,157.65
846,340,65,4,436.93
847,341,1,3,10.52
848,342,80,2,337.2
849,342,32,4,208.8
850,342,55,3,432.75
851,342,24,5,448.84
852,343,59,5,263.75
853,343,36,2,62.71
854,344,8,3,259.02
855,344,36,3,62.71
856,344,97,4,175.66
857,345,67,1,370.76
858,345,66,3,235.64
859,345,12,3,288.86
860,345,13,4,132.15
861,346,70,2,320.01
862,347,10,3,25.21
863,347,92,1,131.79
864,347,67,5,370.76
865,347,30,5,190.37
866,348,68,3,196.86
867,348,91,2,358.89
868,349,65,2,436.93
869,350,49,5,145.97
870,350,62,1,468.34
871,351,84,3,47.4
872,352,49,5,145.97
873,353,76,2,44.7
874,354,4,5,231.53
875,355,50,4,436.25
876,356,87,3,167.77
877,356,54,4,26.43
878,356,1,4,10.52
879,356,84,5,47.4
880,357,70,4,320.01
881,357,22,5,412.92
882,358,62,1,468.34
883,358,65,5,436.93
884,358,71,5,341.65
885,359,90,2,313.4
886,359,30,3,190.37
887,360,58,5,46.62
888,360,46,1,325.6
889,360,37,2,280.89
890,361,6,5,354.99
891,362,100,4,466.74
892,362,76,2,44.7
893,362,50,4,436.25
894,363,66,2,235.64
895,364,52,3,151.78
896,364,43,4,147.8
897,365,46,4,325.6
898,365,3,5,79.84
899,365,87,2,167.77
900,365,2,1,146.59
901,366,2,3,146.59
902,366,46,3,325.6
903,366,62,4,468.34
904,367,92,5,131.79
905,367,52,2,151.78
906,367,34,5,270.74
907,367,39,1,249.24
908,368,24,3,448.84
909,368,52,5,151.78
910,368,85,4,89.88
911,369,39,1,249.24
912,369,15,3,282.18
913,369,26,1,274.94
914,369,45,1,227.83
915,370,2,1,146.59
916,371,100,1,466.74
917,371,42,2,222.27
918,371,37,4,280.89
919,371,37,5,280.89
920,372,42,5,222.27
921,373,61,1,486.78
922,373,11,2,488.77
923,373,55,5,432.75
924,373,83,1,474.25
925,374,62,4,468.34
926,374,60,2,404.45
927,374,80,1,337.2
928,374,76,1,44.7
929,375,15,5,282.18
930,375,87,2,167.77
931,375,78,4,176.96
932,375,96,1,60.93
933,376,7,3,157.65
934,376,42,1,222.27
935,377,38,2,123.7
936,377,20,2,334.12
937,377,14,3,359.56
938,378,66,5,235.64
939,378,96,4,60.93
940,378,18,2,55.31
941,378,71,5,341.65
942,379,5,1,84.28
943,379,91,5,358.89
944,380,25,5,125.55
945,381,86,2,47.35
946,381,73,2,256.35
947,382,73,1,256.35
948,383,42,1,222.27
949,383,47,4,279.86
950,383,21,4,79.89
951,383,98,5,250.1
952,384,8,5,259.02
953,385,82,1,24.09
954,385,99,3,276.17
955,385,99,3,276.17
956,386,32,1,208.8
957,386,52,3,151.78
958,387,73,5,256.35
959,387,31,2,287.98
960,387,93,2,154.26
961,388,51,1,225.79
962,389,24,2,448.84
963,389,74,1,496.33
964,389,69,4,247.47
965,390,3,3,79.84
966,391,68,3,196.86
967,391,91,3,358.89
968,391,14,3,359.56
969,391,45,2,227.83
970,392,18,4,55.31
971,392,47,4,279.86
972,392,70,1,320.01
973,393,97,5,175.66
974,394,6,3,354.99
975,395,88,4,83.58
976,395,27,1,339.74
977,395,14,5,359.56
978,395,46,1,325.6
979,396,28,5,360.37
980,396,68,5,196.86
981,397,3,2,79.84
982,397,47,2,279.86
983,397,53,1,388.75
984,397,92,2,131.79
985,398,85,1,89.88
986,398,79,1,461.36
987,399,99,1,276.17
988,399,18,2,55.31
989,400,75,1,268.93
990,400,14,4,359.56
